lng,lat
28.9941325,41.0769279
28.9772485,41.0943629
29.0061575,41.0787189
28.9783855,41.1049569
28.9871225,41.0853989
28.9972005,41.0816459
29.0090755,41.0832599
29.0193345,41.0983869
29.0184175,41.0827539
28.9821175,41.1082269
28.9912575,41.0843459
29.0225715,41.0893439
28.9925915,41.0889119
29.0060155,41.0931999
28.9757085,41.1174979
28.9755475,41.1060799
28.9706305,41.1129889
29.0014565,41.0872459
28.9937035,41.0987859
28.9942795,41.0770149
28.9953015,41.0773589
29.0071205,41.0920129
28.9888005,41.0913979
29.0060025,41.0820489
28.9856395,41.1061949
28.9992945,41.0980699
28.9916945,41.0989969
28.9699455,41.1138989
29.0136165,41.0851679
29.0104825,41.0932199
29.0127355,41.0847319
29.0197415,41.0977509
29.0123935,41.0941789
28.9801265,41.1125739
29.0007405,41.0837499
28.9635515,41.1125569
29.0092155,41.0867649
29.0049225,41.0802669
28.9990825,41.0818869
28.9583625,41.1125459
28.9735105,41.1092579
29.0048255,41.0814379
28.9739185,41.1123089
29.0165965,41.0804449
28.9643485,41.1145239
29.0141245,41.0870479
28.9810495,41.0884599
28.9658875,41.1207049
28.9986735,41.0752389
28.9737535,41.0934279
29.0122595,41.0800629
29.0227015,41.0889819
28.9912575,41.0843459
28.9838805,41.0908439
28.9702165,41.1134449
29.0028035,41.0776929
28.9838195,41.0966009
28.9586155,41.1116429
28.9853005,41.0939699
28.9924585,41.0783029
28.9955815,41.0807719
29.0049765,41.0816149
28.9955645,41.0876069
28.9957215,41.0806799
28.9720575,41.1162939
28.9911175,41.0844379
28.9753515,41.0937629
28.9640145,41.1244199
28.9572205,41.1128329
28.9935085,41.0793649
29.0042855,41.0859429
28.9838975,41.1058619
28.9922705,41.0989879
28.9998975,41.0878989
28.9976405,41.0782219
28.9788395,41.1091769
28.9643485,41.1145239
29.0091405,41.0848779
28.9899735,41.0919199
28.9890845,41.0985879
28.9960565,41.0782469
29.0078555,41.0887649
28.9866855,41.0889129
29.0203725,41.0883889
28.9854755,41.1093439
28.9789185,41.0892119
29.0063185,41.0899579
28.9968845,41.0918129
28.9707635,41.1127169
28.9535545,41.1186439
28.9847365,41.1052189
29.0040915,41.0810899
29.0212305,41.0810919
28.9888045,41.0987719
28.9705595,41.1075049
29.0051955,41.0906949
28.9942725,41.0768359
28.9839125,41.0916529
28.9945395,41.0762919
29.0186635,41.0888649
29.0183875,41.0963339
29.0207165,41.0969259
28.9706675,41.1029169
29.0014765,41.0769039
28.9565595,41.1180589
29.0050585,41.0908759
28.9616155,41.1146549
28.9681825,41.1167129
29.0228455,41.0889799
29.0172535,41.0968009
29.0061305,41.0924779
28.9793575,41.0893849
28.9955815,41.0807719
29.0007785,41.0919319
28.9650515,41.1140629
28.9635055,41.1150759
28.9747425,41.1039339
28.9929875,41.0988869
28.9925915,41.0889119
29.0041445,41.0860349
29.0087835,41.0831749
29.0181535,41.0976859
29.0270245,41.0818999
29.0297855,41.0824859
29.0040915,41.0810899
29.0007375,41.0836599
28.9673745,41.1181639
29.0187475,41.0981259
28.9987985,41.0783839
29.0065305,41.0916629
29.0092155,41.0867649
28.9740405,41.1043939
29.0178715,41.0870789
29.0250105,41.0855279
28.9746565,41.1127479
28.9643485,41.1145239
28.9728685,41.0929019
28.9914065,41.0990019
28.9807535,41.0955689
28.9707635,41.1127169
28.9865945,41.0975469
28.9957015,41.0983059
29.0230145,41.0896059
29.0135745,41.0948799
28.9885085,41.0985969
28.9645355,41.1229739
28.9925095,41.0868449
29.0073225,41.0826579
29.0057915,41.0984189
28.9635055,41.1150759
28.9692645,41.1148979
28.9864465,41.0974589
28.9947005,41.0985009
28.9920705,41.0866719
28.9891915,41.0867159
28.9753515,41.0937629
28.9889065,41.0868099
28.9694045,41.1148059
28.9815715,41.1053579
29.0039475,41.0810919
29.0028425,41.0822779
28.9760985,41.1054419
28.9681825,41.1167129
28.9641245,41.1013979
28.9860345,41.1016019
29.0026655,41.0850689
29.0124975,41.0859939
28.9842695,41.0970429
28.9758285,41.1058959
28.9903025,41.0893069
28.9677045,41.1229249
28.9854935,41.1025099
28.9782105,41.1188079
29.0169855,41.0865539
29.0067405,41.0788899
28.9595185,41.1126189
28.9943935,41.0798909
28.9680455,41.1168949
28.9852485,41.1035929
29.0092945,41.0851449
28.9783545,41.1188059
29.0293715,41.0829419
29.0039475,41.0810919
28.9641245,41.1013979
28.9779635,41.0905759
29.0136035,41.0955989
28.9842965,41.0867909
28.9824745,41.1063329
28.9531895,41.1166709
28.9681295,41.1153649
28.9794045,41.1052109
29.0029575,41.0851539
28.9884285,41.0856489
28.9830225,41.1056049
29.0005965,41.0837519
29.0042245,41.0808179
28.9754735,41.1041919
29.0028885,41.0870429
28.9733635,41.1091709
29.0055155,41.0914989
29.0066035,41.0826689
29.0206515,41.0810109
28.9918205,41.0912619
29.0062235,41.0984119
28.9641315,41.1052649
28.9644925,41.1145209
29.0001625,41.0945499
28.9874065,41.0853049
28.9813225,41.0953799
28.9640115,41.1243299
29.0076715,41.0913749
28.9746225,41.1192229
29.0163755,41.0964549
29.0064485,41.0788049
29.0186085,41.0875169
28.9854915,41.1061069
29.0165425,41.0862909
28.9537555,41.1163929
29.0286225,41.0822339
28.9996765,41.0787299
29.0028005,41.0776029
29.0223915,41.0884469
29.0058585,41.0820509
28.9814805,41.0957369
28.9959345,41.0896689
28.9723105,41.0933599
29.0214165,41.0892719
29.0090785,41.0833499
28.9812575,41.0900749
29.0064445,41.0823119
29.0040915,41.0810899
28.9660315,41.1207029
28.9707605,41.1126269
29.0006455,41.0922039
28.9968805,41.0917229
28.9838985,41.0840099
28.9707635,41.1127169
28.9646685,41.1042669
29.0218925,41.0939409
29.0101695,41.0854009
28.9994415,41.0981579
28.9674535,41.0981099
28.9909745,41.0990079
28.9594765,41.1115399
28.9735575,41.1141129
29.0023265,41.0910089
28.9895985,41.0860799
28.9862635,41.0891889
29.0038675,41.0899059
28.9956405,41.0750159
28.9698195,41.1143499
29.0134875,41.0891259
28.9941325,41.0769279
28.9574725,41.1193039
28.9875475,41.0924969
29.0067225,41.0784409
28.9945985,41.0814169
28.9980855,41.0821719
28.9872625,41.0853069
28.9847765,41.0843559
29.0115115,41.0937429
29.0161605,41.0803619
28.9822395,41.1076859
28.9843305,41.0912869
29.0106195,41.0930379
29.0158125,41.0860329
28.9811885,41.0956519
29.0109465,41.0904249
28.9837315,41.0870699
28.9893805,41.0987629
29.0107915,41.0901579
28.9941325,41.0769279
28.9714485,41.1118079
29.0127385,41.0848219
28.9854285,41.0972049
28.9949985,41.0914819
29.0193345,41.0983869
28.9846105,41.0911029
28.9735995,41.0931599
28.9738905,41.0932459
28.9889445,41.0986799
28.9654345,41.1017379
29.0009895,41.0791599
28.9896685,41.0987589
29.0112315,41.0903309
28.9959345,41.0896689
29.0057215,41.0786359
29.0297855,41.0824859
28.9959345,41.0896689
28.9725065,41.1130499
28.9807685,41.0886439
29.0240325,41.0862629
28.9970215,41.0916309
28.9861195,41.0891909
28.9622195,41.1116779
28.9857795,41.1061019
28.9811885,41.0956519
28.9646685,41.1227019
29.0042315,41.0809979
29.0209055,41.0908989
28.9851515,41.0901949
29.0160765,41.0961899
29.0052055,41.0909639
28.9955965,41.0775349
29.0076895,41.0882279
28.9955815,41.0807719
28.9994095,41.0828709
29.0119585,41.0940959
28.9843305,41.0912869
29.0029005,41.0801189
28.9664145,41.1046899
29.0001625,41.0945499
28.9642295,41.1004069
29.0066565,41.0876139
28.9821565,41.1092159
29.0043925,41.0922359
28.9937035,41.0987859
29.0067395,41.0824869
29.0092195,41.0868549
28.9737815,41.1124909
28.9947045,41.0985909
28.9801705,41.0953979
28.9618855,41.1142009
28.9733635,41.1091709
29.0057075,41.0818739
29.0106405,41.0899799
28.9600865,41.1198039
29.0081465,41.0924469
28.9859585,41.0960279
28.9876485,41.0914159
28.9646685,41.1042669
28.9596975,41.1135149
28.9920405,41.0895499
28.9908985,41.0825529
28.9615695,41.1171739
29.0184565,41.0980409
29.0084925,41.0830889
28.9869675,41.0851319
28.9941325,41.0769279
28.9733635,41.1091709
28.9641305,41.1236989
29.0051245,41.0817029
28.9912445,41.0912709
29.0240325,41.0862629
28.9705205,41.1028289
29.0040915,41.0810899
29.0090785,41.0833499
29.0093125,41.0927889
28.9619885,41.1094339
29.0035475,41.0855039
28.9659115,41.0992129
28.9974205,41.0908149
29.0013695,41.0886859
28.9797885,41.0893789
29.0290875,41.0830359
28.9679325,41.1213929
29.0222585,41.0887189
29.0208815,41.0938659
28.9978645,41.0874809
29.0200105,41.0936999
28.9832205,41.0923829
28.9959345,41.0896689
28.9776585,41.1047879
28.9782355,41.1084659
28.9911035,41.0913629
28.9693025,41.1085129
28.9588855,41.1111889
28.9779225,41.1188129
28.9760955,41.1053519
28.9877925,41.0914139
29.0149345,41.0856869
29.0115115,41.0937429
29.0042885,41.0860329
28.9631405,41.1204769
29.0086395,41.0831769
28.9646515,41.1001309
28.9737235,41.1036799
29.0090785,41.0833499
29.0296375,41.0823979
29.0196925,41.0893889
28.9635235,41.1192119
28.9925915,41.0889119
29.0240325,41.0862629
28.9836945,41.1080229
29.0050615,41.0909659
28.9739615,41.1133879
28.9974205,41.0908149
28.9872345,41.1064399
29.0179045,41.0914849
29.0061275,41.0923889
29.0296415,41.0824879
28.9708085,41.1028249
28.9970535,41.0779619
29.0240325,41.0862629
28.9914905,41.0865909
29.0297855,41.0824859
28.9929875,41.0988869
28.9789685,41.1051279
29.0162345,41.0929499
28.9747255,41.1071709
29.0208775,41.0937769
28.9792565,41.1051239
28.9772685,41.0912159
28.9920765,41.0904479
28.9912575,41.0843459
28.9937035,41.0987859
28.9702195,41.1135349
28.9917445,41.0820899
29.0297855,41.0824859
29.0144955,41.0855139
28.9888005,41.0986819
28.9874065,41.0853049
28.9586155,41.1116429
28.9895985,41.0860799
29.0190075,41.0831049
28.9703725,41.1027419
28.9622025,41.1112289
28.9935085,41.0793649
28.9570725,41.1164329
28.9995825,41.0980659
28.9642755,41.1052629
28.9900655,41.0869719
28.9709045,41.1126249
28.9823545,41.0959939
28.9844665,41.0911049
28.9818595,41.1053529
28.9837495,41.1057739
29.0007235,41.0797029
29.0289145,41.0823199
29.0231295,41.0888849
28.9755515,41.1098559
28.9876485,41.0914159
28.9761785,41.1147929
28.9955615,41.0875169
28.9709045,41.1126249
28.9657715,41.0993049
28.9972915,41.0911769
28.9992945,41.0980699
28.9793605,41.0894749
28.9857795,41.1061019
29.0086295,41.0793099
28.9941325,41.0769279
28.9799805,41.1052019
28.9826045,41.1059709
28.9813435,41.1068899
29.0064485,41.0788049
28.9974925,41.0781349
28.9552935,41.1188869
28.9698085,41.1140809
28.9854285,41.0972049
28.9835165,41.1108129
28.9586115,41.1115529
29.0214965,41.0912489
28.9935595,41.0987879
29.0013325,41.0769059
28.9929875,41.0988869
28.9647105,41.1016589
28.9918385,41.0989949
28.9651775,41.1025509
28.9959895,41.0983009
28.9947105,41.0914869
28.9734515,41.0930729
28.9688565,41.1155339
29.0165195,41.0964529
28.9670285,41.0982959
29.0048175,41.0920489
28.9874065,41.0853049
28.9647075,41.1015689
28.9916005,41.0820929
29.0007405,41.0837499
29.0022215,41.0919999
29.0067395,41.0824869
28.9874065,41.0853049
29.0061605,41.0788089
28.9865445,41.0890049
28.9790525,41.1145689
28.9808475,41.1052789
29.0092225,41.0833479
29.0212305,41.0810919
28.9872345,41.1064399
29.0151875,41.0955739
29.0090785,41.0833499
28.9943215,41.0816909
28.9843225,41.0911069
28.9650625,41.1032719
29.0231865,41.0867259
29.0134305,41.0948819
28.9844335,41.0866089
28.9997535,41.0879009
29.0111235,41.0912319
29.0240325,41.0862629
28.9796415,41.0892909
28.9692695,41.0966439
29.0231585,41.0896039
29.0207885,41.0987239
28.9824605,41.0877189
28.9987825,41.0852189
28.9882065,41.0982419
29.0011615,41.0870699
29.0091685,41.0927909
29.0297855,41.0824859
28.9889445,41.0986799
28.9964215,41.0982939
29.0240725,41.0872519
28.9869265,41.0950239
28.9955965,41.0775349
28.9874065,41.0853049
28.9657715,41.0993049
29.0214965,41.0912489
28.9545665,41.1187189
28.9984435,41.0766809
28.9681825,41.1167129
29.0172685,41.0971599
28.9833105,41.0873459
29.0202395,41.0886609
29.0053025,41.0969879
28.9860345,41.1016019
28.9846035,41.0909229
28.9847765,41.0843559
28.9744665,41.1115819
29.0050585,41.0908759
28.9778225,41.0906679
28.9957405,41.0775319
29.0003065,41.0945469
29.0036885,41.0782179
29.0122645,41.0909439
28.9580385,41.1190259
28.9854445,41.0939679
29.0101695,41.0854009
28.9980915,41.0859489
28.9847765,41.0843559
28.9810415,41.0955639
28.9813225,41.0953799
29.0189045,41.0876929
28.9966145,41.0777889
28.9785685,41.0949729
28.9643985,41.1047209
29.0125515,41.0801479
28.9987825,41.0852189
29.0199215,41.0986479
28.9982195,41.0783029
29.0022845,41.0827359
28.9746565,41.1127479
28.9971655,41.0916289
28.9957965,41.0825669
29.0007785,41.0919319
29.0834105,41.1112129
29.0914315,41.1065859
29.0912755,41.1097359
29.0749645,41.1126089
29.0769675,41.1157239
29.0984235,41.1083609
29.1001475,41.1150769
29.0831225,41.1112179
29.0946825,41.1085119
29.0792815,41.1124489
29.0930535,41.1074589
29.1001395,41.1148969
29.0999955,41.1148989
29.0997725,41.1061799
29.0753445,41.1113439
29.0751785,41.1108069
29.0857685,41.1090169
29.0849745,41.1141549
29.0791375,41.1124509
29.0824865,41.1167129
29.1001435,41.1149869
29.0910195,41.1139669
29.0867125,41.1074719
29.0826955,41.1078969
29.0960885,41.1110969
29.0967925,41.1141419
29.0902785,41.1100219
29.0772115,41.1077159
29.0872205,41.1092629
29.1013575,41.1061539
29.0746035,41.1143229
29.0768635,41.1132079
29.0915685,41.1064039
29.0911605,41.1138749
29.0867125,41.1074719
29.0719995,41.1140949
29.0946825,41.1085119
29.0940565,41.1107699
29.1005575,41.1076959
29.1029825,41.1105339
29.0991895,41.1060099
29.0758055,41.1085489
29.0873675,41.1093499
29.0964985,41.1071329
29.0861265,41.1141359
29.0946825,41.1085119
29.1009505,41.1170419
29.0925765,41.1063879
29.0822765,41.1116809
29.0755465,41.1092719
29.0862665,41.1140439
29.0753315,41.1075669
29.0916995,41.1095489
29.0891865,41.1114789
29.0886175,41.1116679
29.0953005,41.1094909
29.0910125,41.1137869
29.0722985,41.1143599
29.0995365,41.1142769
29.0981765,41.1127709
29.0811995,41.1134969
29.0894345,41.1070679
29.0829225,41.1167959
29.0867095,41.1073829
29.0735935,41.1108319
29.0735195,41.1090349
29.0822415,41.1142889
29.0794255,41.1124469
29.0773775,41.1151779
29.0792815,41.1124489
29.0931215,41.1090769
29.0945315,41.1083339
29.0755655,41.1097209
29.0968315,41.1082069
29.0919175,41.1044199
29.1015015,41.1061519
29.1045405,41.1064619
29.0984235,41.1083609
29.0928195,41.1156459
29.0906945,41.1130729
29.0976165,41.1063049
29.0901945,41.1114619
29.0754665,41.1108019
29.1012055,41.1093939
29.1011245,41.1177589
29.1005535,41.1076059
29.0894345,41.1070679
29.0776435,41.1077089
29.1067845,41.1084029
29.0746035,41.1143229
29.0960845,41.1110069
29.0968275,41.1115339
29.0791955,41.1103819
29.0958605,41.1125389
29.0831125,41.1144549
29.0763885,41.1087189
29.0833385,41.1095059
29.0917435,41.1037039
29.0713035,41.1077219
29.1034375,41.1110659
29.0887145,41.1070799
29.1005575,41.1076959
29.0826805,41.1144619
29.0901385,41.1101139
29.0830975,41.1140959
29.0894785,41.1115639
29.0887015,41.1102279
29.0914825,41.1146789
29.0989345,41.1136579
29.0715915,41.1077169
29.0792815,41.1124489
29.0746035,41.1143229
29.1055975,41.1041959
29.0754665,41.1108019
29.1008065,41.1170439
29.0780005,41.1128289
29.0914075,41.1094639
29.0990605,41.1063719
29.0825835,41.1121259
29.0901905,41.1113729
29.0908755,41.1139689
29.0753285,41.1074769
29.0800075,41.1160339
29.1010265,41.1120049
29.0792815,41.1124489
29.0934325,41.1061939
29.0782845,41.1127349
29.0924885,41.1077379
29.0932925,41.1062859
29.0829785,41.1112199
29.0994845,41.1061849
29.0825985,41.1124849
29.0989345,41.1136579
29.0882735,41.1103249
29.0802825,41.1122529
29.1055975,41.1110309
29.0906945,41.1130729
29.0914255,41.1029889
29.0915685,41.1064039
29.0999955,41.1148989
29.0750345,41.1108089
29.0959715,41.1083109
29.0939425,41.1114909
29.1000645,41.1062649
29.0755435,41.1091819
29.0767225,41.1132999
29.0867125,41.1074719
29.0959715,41.1083109
29.0983615,41.1137569
29.0945345,41.1084239
29.0930255,41.1136639
29.0901985,41.1115519
29.0963155,41.1130709
29.0920905,41.1085539
29.0772375,41.1152699
29.0908545,41.1100129
29.1038395,41.1103399
29.0910165,41.1138769
29.0899475,41.1124559
29.0755395,41.1090919
29.0870535,41.1087259
29.0792815,41.1124489
29.0997605,41.1127449
29.0814255,41.1085469
29.0832385,41.1140039
29.0661235,41.1149089
29.0871375,41.1176269
29.0753225,41.1108039
29.0777875,41.1077069
29.0865725,41.1075649
29.1051205,41.1065419
29.0990605,41.1063719
29.0715915,41.1077169
29.0908545,41.1100129
29.0932925,41.1062859
29.0831225,41.1112179
29.0985205,41.1175309
29.0717355,41.1077149
29.0774995,41.1077119
29.0981765,41.1127709
29.1045365,41.1063719
29.0688225,41.1104599
29.0993895,41.1141899
29.0823425,41.1167159
29.0703295,41.1120539
29.0758085,41.1086379
29.0837615,41.1127359
29.0763395,41.1144749
29.0867165,41.1075619
29.0868565,41.1074699
29.0829785,41.1112199
29.0746035,41.1143229
29.0779725,41.1086929
29.0718755,41.1076229
29.0994275,41.1116709
29.0768635,41.1132079
29.0963115,41.1129809
29.0885735,41.1175139
29.0934325,41.1061939
29.0891985,41.1083309
29.0940575,41.1073529
29.0943135,41.1134639
29.0996285,41.1061829
29.1038425,41.1104299
29.1038425,41.1104299
29.0867165,41.1075619
29.0994725,41.1127499
29.0929135,41.1075509
29.0875695,41.1072789
29.0820975,41.1142919
29.0986465,41.1136629
29.1007465,41.1121889
29.0802955,41.1160299
29.0828365,41.1147289
29.0933415,41.1074539
29.0919575,41.1088259
29.0834515,41.1122019
29.0993895,41.1141899
29.0722985,41.1143599
29.0875695,41.1072789
29.0942205,41.1077999
29.1054495,41.1109429
29.0993375,41.1060969
29.0993855,41.1140999
29.0706845,41.1136669
29.0720135,41.1109479
29.0781955,41.1105779
29.0914075,41.1094639
29.0790635,41.1106539
29.0826415,41.1169809
29.0921695,41.1104409
29.0796245,41.1102849
29.0753225,41.1108039
29.0715775,41.1108649
29.0904915,41.1082199
29.0854115,41.1108209
29.0867125,41.1074719
29.0851235,41.1108259
29.1012805,41.1180259
29.0854155,41.1109109
29.0757545,41.1107969
29.0922415,41.1087309
29.1007455,41.1156069
29.0904225,41.1100199
29.0867125,41.1074719
29.0915725,41.1030769
29.0900455,41.1147919
29.0927765,41.1077329
29.0916825,41.1160239
29.0753255,41.1108939
29.1009585,41.1172219
29.0957545,41.1100229
29.0923675,41.1082799
29.1010575,41.1093069
29.0959715,41.1083109
29.0818825,41.1195109
29.1052795,41.1034819
29.0843395,41.1093099
29.0833855,41.1140909
29.0983165,41.1126789
29.0780475,41.1104909
29.0995295,41.1140979
29.0713035,41.1077219
29.0989305,41.1135679
29.0960845,41.1110069
29.0721585,41.1144529
29.0867125,41.1074719
29.0853445,41.1092029
29.0907175,41.1101949
29.0768635,41.1132079
29.0767755,41.1076339
29.0977295,41.1124189
29.0887175,41.1071699
29.0861265,41.1141359
29.0981805,41.1128609
29.0841995,41.1094019
29.0682805,41.1147849
29.0704215,41.1107939
29.0865565,41.1106219
29.0999955,41.1148989
29.0803335,41.1100039
29.0402755,41.0889739
29.0483745,41.0862379
29.0463765,41.1078519
29.0482935,41.1088999
29.0465315,41.1116259
29.0519795,41.1038949
29.0023895,41.1286859
29.0180485,41.1129749
29.0514245,41.1079509
29.0170505,41.1096629
29.0293175,41.1172039
29.0325835,41.1159839
29.0610115,41.1062689
29.0420175,41.0893059
29.0050695,41.1200119
29.0271545,41.1207449
29.0186385,41.1097279
29.0051225,41.0996879
29.0060455,41.1191869
29.0056245,41.1194639
28.9822485,41.1225229
29.0483595,41.1070109
29.0012845,41.1226789
29.0048135,41.1316159
29.0401715,41.0899649
29.0133785,41.1223099
29.0275405,41.1124659
28.9765915,41.1216209
29.0063775,41.1166639
29.0155875,41.0983559
29.0476515,41.1037849
29.0432925,41.1099689
29.0109665,41.1340379
29.0358275,41.0894039
29.0488765,41.1090709
29.0334335,41.1085059
28.9782385,41.1195269
29.0246365,41.1190759
29.0380145,41.1113119
29.0004365,41.1122599
29.0213855,41.1099549
29.0489465,41.1107779
28.9912365,41.1092559
29.0607305,41.1099599
29.0221735,41.1187549
29.0401995,41.1048019
29.0574325,41.1033589
29.0486815,41.1043079
29.0017055,41.1224019
29.0329735,41.1184949
29.0275965,41.0996059
29.0094705,41.1039369
29.0106705,41.1158779
29.0306035,41.1169139
29.0010885,41.1105419
29.0235605,41.1102809
29.0071845,41.1116159
29.0504935,41.1098539
29.0282075,41.1147039
29.0101115,41.1163359
29.0431535,41.1065539
29.0540805,41.0954089
29.0432605,41.0950419
29.0045705,41.1111169
29.0530205,41.0976739
29.0283395,41.1108349
29.0265845,41.1173369
29.0441195,41.1125639
29.0468195,41.1081139
29.0184025,41.1181849
29.0086645,41.1305669
29.0374605,41.1118599
29.0183905,41.1107219
29.0374025,41.1175259
28.9938865,41.1106529
29.0144085,41.1192369
29.0319605,41.0864079
29.0302765,41.0875139
29.0238905,41.0934589
29.0270445,41.1144519
29.0507825,41.1098499
29.0533165,41.1013559
29.0525335,41.1033469
28.9855855,41.1194139
28.9852815,41.1226559
29.0239785,41.1099139
29.0508675,41.1049019
29.0240325,41.0862629
29.0216445,41.1092319
29.0215295,41.1099529
29.0245815,41.1141309
29.0491975,41.1133819
29.0540295,41.0941509
29.0396925,41.0888039
29.0237745,41.1155829
29.0275825,41.0992469
29.0456855,41.0944639
29.0461585,41.1095639
29.0343775,41.1175739
28.9783285,41.1144899
29.0343575,41.1206319
29.0352805,41.0830279
29.0503385,41.1095869
28.9913005,41.1217539
29.0353165,41.1158499
29.0288685,41.0847479
29.0253625,41.0942459
29.0559595,41.0990659
28.9875405,41.1287359
29.0237755,41.0941809
29.0161635,41.0983469
29.0028155,41.1213059
28.9894825,41.1122499
29.0459305,41.1074989
29.0647525,41.1096259
29.0537075,41.0968539
29.0376285,41.0911739
29.0412655,41.0885089
29.0080155,41.1179879
29.0037635,41.1089719
29.0443195,41.0821659
29.0497205,41.0979959
29.0018905,41.1161949
29.0278285,41.1124619
29.0572775,41.1065979
29.0094245,41.1171559
29.0450365,41.1067939
29.0547825,41.0914409
29.0560375,41.0974459
29.0379005,41.1120329
29.0372345,41.1133919
29.0382145,41.0843309
29.0357245,41.1117069
29.0347085,41.0831269
29.0159085,41.1314429
29.0486065,41.1130319
28.9754665,41.1223569
29.0108245,41.1089509
29.0296705,41.1010119
29.0458815,41.1098379
28.9744765,41.1228219
29.0273685,41.1331519
29.0481825,41.1062039
29.0190515,41.1235699
29.0261765,41.1143759
29.0288505,41.1021039
29.0524035,41.1037089
29.0400255,41.0969819
29.0488875,41.1093399
28.9805525,41.1160739
29.0055345,41.1244109
29.0526175,41.1054139
29.0116865,41.1268329
29.0076085,41.1294139
29.0431535,41.1065539
28.9745755,41.1253379
29.0067515,41.1188169
29.0303575,41.0823869
29.0521195,41.1038029
29.0277115,41.0988849
29.0346745,41.0929299
29.0270435,41.1037509
28.9718965,41.1232209
29.0256205,41.1113269
29.0220925,41.0988829
29.0310765,41.0894789
28.9951255,41.1345539
29.0313615,41.1213979
29.0481385,41.1051259
28.9767355,41.1216179
29.0530685,41.1023489
29.0376045,41.1118579
28.9922435,41.1128369
29.0305835,41.1199719
29.0031995,41.1273249
29.0673705,41.1102129
29.0643685,41.1072939
29.0235645,41.1103709
29.0069065,41.1298749
29.0055495,41.1175759
28.9847005,41.1116039
29.0040795,41.1204769
29.0502505,41.1109369
29.0300705,41.1180019
29.0519075,41.0845629
29.0369375,41.1167239
29.0471585,41.1128749
29.0096905,41.1166129
29.0261645,41.1105089
29.0315255,41.1183379
29.0286305,41.1002189
29.0406345,41.1083919
29.0118235,41.1266509
29.0231195,41.1172119
28.9949965,41.1204379
29.0205215,41.1099689
29.0239195,41.0941779
29.0307265,41.1021639
29.0091325,41.1170709
29.0514465,41.1084899
29.0270465,41.1002439
28.9994955,41.1175809
28.9847035,41.1116939
29.0043955,41.1319819
29.0140425,41.0957719
29.0485325,41.1112339
29.0351855,41.1126149
29.0354335,41.1116219
29.0141815,41.1135749
29.0141085,41.1117779
29.0306055,41.0991989
29.0191295,41.1326519
29.0125735,41.0950759
29.0167295,41.1303509
29.0383515,41.0912529
29.0539325,41.0953209
28.9780075,41.1209689
29.0612775,41.1092319
29.0284835,41.1108329
29.0104075,41.1165119
29.0071695,41.1184509
29.0191855,41.1089999
29.0074365,41.1107129
29.0353165,41.1158499
29.0091325,41.1170709
29.0384145,41.1104959
29.0071695,41.1184509
29.0228725,41.1075039
29.0541905,41.1051189
29.0146215,41.1245389
29.0286995,41.1197319
29.0502135,41.0853989
29.0069065,41.1298749
29.0544985,41.0915349
29.0289565,41.1154109
29.0076275,41.1082819
29.0381305,41.1176939
29.0297315,41.0989429
28.9921485,41.1068139
29.0292075,41.1109109
29.0351065,41.1071309
29.0560005,41.1035609
29.0051825,41.1084099
29.0368445,41.0931649
